Year	Author Names	Conference
2020	ไทย;ไทย;ไทย;จีน;ไทย;สหรัฐฯ;จีน;ไทย;อาเซียน;ประเทศจีน;สหรัฐฯ;สหรัฐอเมริกา;จีน;ไทย;ไทย;ญี่ปุ่น;ประเทศไทย;ออสเตรเลีย;มาเลเซีย;อังกฤษ;อินเดีย;กรุงนิวเดลี;ฝรั่งเศส;แคนาดา;ญี่ปุ่น;ไทย;ไทย;ไทย;ไทย;ไทย;เอเชีย;ยุโรป;ญี่ปุ่น;อิตาลี;เยอรมนี;จีน;ไทย;จีน;ไทย;จีน;จีน;จีน;จีน;ยุโรป;อเมริกา;ญี่ปุ่น;ญี่ปุ่น;เกาหลีใต้;อิตาลี;เวียดนาม;เยอรมัน;สิงคโปร์;เกาหลีใต้;สหราชอาณาจักร;ฝรั่งเศส;เม็กซิโก;สวิตเซอร์แลนด์;สิงคโปร์;มาเลเซีย;อิหร่าน;จีน;จีน;มณฑลกวางตุ้ง;เมืองอู่ฮั่น;เมืองอู่ฮั่น;จีน;จีน;จีน;จีน;สหรัฐฯ;ญี่ปุ่น;เวียดนาม;ไทย;ไทย;จีน;สหรัฐอเมริกา;สหรัฐฯ;ไทย;สหรัฐอเมริกา;จีน;จีน;สหรัฐฯ;จีน;จีน;จีน;ขุนพรหมปันสุข;สามเสน;ชุมชนวัดนรนาถสุนทริการาม;ตู้บางขุนพรหมปันสุ;ริมถนนสามเสน;แยกบางขุนพรหม;กรุงสยาม;เอเชีย;เกาหลีใต้;ญี่ปุ่น;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ประเทศไทย;นอร์เวย์;สหราชอาณาจักร;ประเทศไทย;โรงพยาบาลจุฬาลงกรณ์;สหราชอาณาจักร;ไทย;ไทย;ไทย;ประเทศไทย;ญี่ปุ่น;เนเธอร์แลนด์;จีน;เกาหลีใต้;ญี่ปุ่น;ไทย;ไทย;ออสเตรเลีย;อเมริกา;ญี่ปุ่น;เยอรมนี;ละตินอเมริกา;ประเทศไทย;ประเทศไทย;ไทย;ประเทศไทย;ออสเตรีย;เมืองไทย;ประเทศไทย;จีน;เอเชีย;เอเชีย;จีน;เอเชีย;เอเชีย;ไทย;ไทย;ประเทศไทย;เกาหลีใต้;ประเทศไทย;ประเทศไทย;สหรัฐฯ;ไทย;ยุโรป;ไทย;สวนสามพราน;สวนสามพราน;เกาหลี;ไทย;จังหวัดเชียงราย;ประเทศไทย;ภูเก็ต;ไทย;ประเทศไทย;ประเทศไทย;ภาคเหนือ;ภาคเหนือ;ภาคเหนือ;ภาคเหนือ;ภาคเหนือ;เมืองเชียงใหม่;ดอยสุเทพ;ภาคเหนือ;เชียงใหม่;ภาคเหนือ;เขตอุทยานแห่งชาติดอยสุเทพ-ปุย;จังหวัดเชียงใหม่;เชียงใหม่;ภาคเหนือ;เชียงใหม่;จังหวัดเชียงใหม่;ประเทศไทย	LOCATION
2021	ไทย;ประเทศไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ประเทศไทย;สหรัฐฯ;จีน;สหรัฐฯ;สหรัฐฯ;ไทย;เอเชีย;ยุโรป;สหรัฐฯ;จีน;ไทย;ยุโรป;ไทย;สหรัฐฯ;อินโด;ไทย;ประเทศไทย;ไทย;ประเทศไทย;ประเทศไทย;ไทย;อังกฤษ;สหรัฐอเมริกา;เอเชีย;จีน;ญี่ปุ่น;ไทย;อังกฤษ;ไทย;ไทย;จีน;จีน;จีน;อังกฤษ;ไทย;สหรัฐฯ;ไทย;เอเชีย;ไทย;ประเทศไทย;จีน;เกาหลีใต้;ออสเตรเลีย;นิวซีแลนด์;ประเทศไทย;ญี่ปุ่น;แคนาดา;เม็กซิโก;เปรู;ชิลี;ออสเตรเลีย;นิวซีแลนด์;สิงคโปร์;มาเลเซีย;บรูไน;เวียดนาม;สหรัฐฯ;ประเทศไทย;สหรัฐฯ;จีน;ไทย;จีน;สหรัฐฯ;จีน;สหรัฐฯ;สหรัฐฯ;จีน;ยุโรป;ไทย;สหราชอาณาจักร;ไทย;อาเซียน;แคนาดา;อาเซียน;จีน;อินเดีย;อาเซียน;เกาหลีใต้;อาเซียน;ออสเตรเลีย;นิวซีแลนด์;ประเทศไทย;ไทย;ประเทศไทย;ไทย;สหรัฐฯ;ไทย;ไทย;ประเทศไทย;ประเทศไทย;ประเทศไทย;ไทย;ท่าอากาศยานนครศรี;จังหวัดน่าน;ไทย;จังหวัดนครศรีธรรมราช;ใจจง;อำเภอเมือง;จังหวัดนครศรีธรรมราช;เอเชีย;ประเทศไทย;ไทย;ลาว;ไทย;สหรัฐฯ;จีน;รัสเซีย;อินเดีย;ประเทศไทย;ไทย;สหรัฐฯ;ไทย;เวียดนาม;ไทย;เวียดนาม;ไทย;ไทย;กัมพูชา;ลาว;พม่า;เวียดนาม;สหรัฐฯ;ไทย;เวียดนาม;ไทย;เวียดนาม;ไทย;เวียดนาม;เอเชีย;เวียดนาม;ไทย;เวียดนาม;ไทย;ไทย;Savonaan;ไทย;ไทย;มาเก๊า;ไทย;มาเก๊า;ฝรั่งเศส;อุรุกวัย;บราซิล;โคลอมเบีย;ยูเครน;ไทย;ไทย;ญี่ปุ่น;บิ๊กซี;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;แคนาดา;ออสเตรเลีย;อังกฤษ;สิงคโปร์;สหรัฐอเมริกา;ญี่ปุ่น;อินเดีย;ฟิลิปปินส์;อังกฤษ;ไทย;ไทย;ไทย;สิงคโปร์;เกาหลีใต้;ญี่ปุ่น;ไทยบาง;ไทย;เมืองไทย;คลองผดุงกรุงเกษม;สหรัฐอเมริกา;สหรัฐอเมริกา;สหรัฐอเมริกา;ไทย;สหรัฐอเมริกา;สหรัฐอเมริกา;อังกฤษ;เนเธอร์แลนด์;เบลเยี่ยม;ฝรั่งเศส;ออสเตรเลีย;ไทย;สหรัฐอเมริกา;สหรัฐอเมริกา;สหรัฐฯ;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ประเทศไทย;ไทย;ไทย;ไทย;อีสาน;ภาคกลาง;กรุงเทพฯ;ภาคเหนือ;ภาคใต้;อีสาน;อีสาน;อีสาน;ภาคอีสาน;IM บล;อีสาน;เกาะสมุย;กลาง;จังหวัดขอนแก่น;จังหวัดขอนแก่น;จังหวัดขอนแก่น;กรุงเทพฯ;จังหวัดภูเก็ต;จังหวัดภูเก็ต;ภูเก็ต;ขอนแก่น;เกาะสมุย;ไทย;ไทย;ไทย;ไทย;เมืองไทย;เมืองสุราษฎร์;เขื่อนรัชชประภา;จังหวัดสุราษฎร์ธานี;อุทยานแห่งชาติเขาสก;ถ้ำประกายเพชร;ไทย;ไทย;ไทย;จังหวัดภูเก็ต;ไทย;ประเทศไทย;ภาคใต้;ภาคใต้;กรุงเทพมหานคร;ไทย;ไทย;จังหวัดภูเก็ต;ไทย;ภูเก็ต;ภูเก็ต;ภูเก็ต;ภูเก็ต;ภูเก็ต;ภูเก็ต;ภูเก็ต;กรุงเทพฯ;ปริมณฑล;เชียงใหม่;หาดใหญ่;นครศรีธรรมราช;ภูเก็ต;ถนนบางลา;จังหวัดภูเก็ต;MlyMartLINKบITO LET*INGนSTREET;ภูเก็ต;จังหวัดพังงา;ภูเก็ต;ภูเก็ต;ภูเก็ต;ประเทศไทย;ภูเก็ต;ภูเก็ต;เกาะภูเก็ต;เกาะภูเก็ต;สนามบินภูเก็ต;ภูเก็ต;เมืองภูเก็ต;ภูเก็ต;ภูเก็ต;คณสนน องอบลกล;สถานการณดงกลาว;ประเทศไทย;ประเทศไทย;ประเทศไทย;ห้องสมุดพระองค์เจ้าวิวัฒนไชย;ศูนย์การเรียนรู้;สหรัฐอเมริกา;ญี่ปุ่น;มาเลเซีย;ฟิลิปปินส์;สหรัฐอเมริกา;สหรัฐฯ;สหรัฐอเมริกา;สหรัฐอเมริกา;จีน;เมืองเฉิงตู;มณฑลเสฉวน;ประเทศจีน;สหรัฐฯ;ประเทศญี่ปุ่น;ญี่ปุ่น;ญี่ปุ่น;จีน;ประเทศจีน;ประเทศเกาหลีใต้;สหรัฐอเมริกา;ประเทศไทย;ประเทศฟิลิปปินส์;ประเทศฟิลิปปินส์;จีน;ฟิลิปปินส์;ญี่ปุ่น;จีน;เกาหลีใต้;บ้าน=นนLike;Replyแพี;อำเภอขนอม;จังหวัดนครศรีธรรมราช;เชียงใหม่;เชียงใหม่;ไทย;จีน;ozenlifemaadhooOZEN;เชียงใหม่;เชียงใหม่;ไทย;ปราจีนบุรี;อุทยาน;ทวาราวดี;รีสอร์ทแห่งชาติเขาใหญ่;น้ำตกเหวนรก;ประจำจังหวัดปราจีนบุรี;สิรินธรโลกนาถ;เมืองศรีมโหสถ;ตึกเจ้าพระยาอภัยภูเบศร;ภาคเหนือ;ภาคใต้;ไทย;ภาคใต้;ภาคเหนือ;ภาคใต้;ภาคเหนือ;ภาคเหนือ;ภาคใต้;ไทย;ชัยนาท;ขอนแก่น;พิจิตร;ร้อยเอ็ด;จังหวัดขอนแก่น;ไทย;ประเทศไทย;ไทย;ไทย;ไทย;สหรัฐอเมริกา;สหรัฐอเมริกา;ไทย;ไทย;ไทย;ไทย;ไทย;อังกฤษ;ออสเตรเลีย;อังกฤษ;สหรัฐอเมริกา;จีน;อังกฤษ;ญี่ปุ่น;อังกฤษ;เนเธอร์แลนด์;สิงคโปร์;เอเชีย;ประเทศไทย;ระยอง;ไทย;เอเชียตะวันออกเฉียงใต้;จ.สมุทรปราการ;อาเซียน;ไทย;คุ้งบางกระเจ้า;จ.สมุทรปราการ;ประเทศไทย;ไทย;ไทย;ไทย;ยุโรป;เอเชียแปซิฟิก;อเมริกา;อเมริกาใต้;ไทย;ไทย;ภาคเหนือ;จังหวัดเชียงใหม่;ไทย;ไทย;ไทย;ภาคใต้;ไทย;ภาคใต้;ไทย;ไทย;ยุโรป;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;จีน;สหรัฐอเมริกา;ไทย;ไทย;ไทย;ไทย;ไทย;ประเทศไทย;ประเทศไทย;ภาคใต้;ภาคตะวัน;ภาคเหนือ;ภาคตะวันออก;ภาคใต้;อ่าวไทย;ภาคตะวันออก;ภาคใต้;ยุโรป;สิงคโปร์;มาเลเซีย;ไทย;อินโดนีเซีย;ไทย;แอฟริกา;ไทย;สหรัฐอเมริกา;อังกฤษ;ยุโรป;สิงคโปร์;ไทย;ไทย;ไทย;สหรัฐฯ;ยุโรป;จีน;ไทย;ไทย;ไทย;ประเทศไทย;ไทย;สหรัฐฯ;ยุโรป;จีน;ไทย;ไทย;เอเชียแปซิฟิก;เอเชีย;เอเชีย;อาเซียน;เอเชียแปซิฟิก;ประเทศไทย;อาเซียน;จีน;สหรัฐอเมริกา;ภาคอีสาน;ภาคใต้26;ภาคเหนือ;ภาคอีสาน;ภาคใต้;ภาคเหนือ;จ.เชียงใหม่;ภาคอีสาน;จ.นครราชสีมา;อีสาน;ภาคใต้;ไทย;จ.ภูเก็ต;ชัยนาท;ขอนแก่น;พิจิตร;ร้อยเอ็ด	LOCATION
2022	ไทย;ไทย;ประเทศไทย;รถไฟจีน;ลาว;นครคุนหมิง;นครหลวงเวียงจันทน์;นครหลวงเวียงจันทน์;สปป. ลาว;จังหวัดหนองคาย;ยุโรป;จีน;ลาว;ไทย;ไทย;มณฑลยูนนาน;ลาว;ไทย;ไทย;จีน;ไทย;ไทย;ไทย;จีน;มณฑลยูนนาน;มณฑลยูนนาน;ไทย;จีน;ไทย;ไทย;ไทย;จีน;ไทย;ไทย;ไทย;ไทย;จีน;จีน;ไทย;จีน;จีน;จีน;ตลาดหนองคาย;ไทย;ไทย;จีน;ไทย;จีน;จีน;จีน;ไทย;ด่านหนองคาย;จีน;ไทย;ไทย;จีน;อีสาน;จีน;ภาคอีสาน;จีน;อีสาน;ภาคอีสาน;อีสาน;ภาคอีสาน;จีน;สปป. ลาว;จีน;สปป. ลาว;สปป. ลาว;จีน;จีน;จีน;สปป.ลาว;จีน;ไทย;ป. ลาว;มณฑลยูนนาน;ด่านเชียงของ;จีน;จีน;จีน;สปป. ลาว;จีน;จีน;จีน;ด่านหนองคาย;ไทย;เวียดนามด่านไม่ฮาน-ด่านบ่อเต็น;สปป. ลาว;ด่านบึงกาฬ;ด่านนครพนม;ด่านมุกดาหาร;กรุงปักกิ่ง;สาธารณรัฐประชาชนจีน;ไทย;จีน;จีน;จีน;ไทย;จีน;จีน;จีน;จีน;จีน;จีน;จีน;จีน;สปป. ลาว;จีน;สปป. ลาว;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;ไทย;สหรัฐฯ;ไทย;ไทย;ไทย;ไทย;ไทย;สหรัฐฯ;สหรัฐฯ;เอเชียตะวันออกเฉียงใต้;เอเชียตะวันออก;สหรัฐอเมริกา;ประเทศออสเตรเลีย;ไทย;ที่พิพิธภัณฑ์;ประเทศอังกฤษ;ไทย	LOCATION
2012		LAW
2013		LAW
2014		LAW
2016		LAW
2017		LAW
2018		LAW
2019	พ.ร.บ.การจัดซื้อจัดจ้างภาครัฐฯ	LAW
2020	พระราชบัญญัติงบประมาณรายจ่ายประจำปีงบประมาณ พ.ศ. 2563;มาตรา 39 และ 40;พระราชกำหนด	LAW
2021		LAW
2022		LAW
2012	ความเสียหาย;วิจัย;ส่วนแบ่ง;สิ้นสุด;กลับมา;สร้าง;เมือง;รวมกัน;สำเร็จ;เพิ่มขึ้น;เสพติด;เฉลี่ย;อิหร่าน;ได้แก่;คิดดู;เชื่อ;นักท่องเที่ยว;เกินตัว;กลายเป็น;ตกแต่ง;พัฒนา;ปล่อย;เก่าแก่;ล่มสลาย;เจ้าพระยา;ยินยอม;เป็นสมาชิก;ใช้จ่าย;สะเทือน;จัดอันดับ;เลวร้าย;ตั้งอยู่;ทำให้;เปิดตัว;อลังการ;ติดอันดับ;สิ้นสุดลง;แก้ปัญหา;ลงคะแนน;เลือก;เป็นผล;ยุโรป;ได้แก่;คาดเดา;ที่นี่;พึ่งพา;พอ ๆ กัน;น่าเป็นห่วง;เป็นหน้าเป็นตา;พัฒนา;คาดหวัง;เก้าอี้;รวมกลุ่ม;ใกล้เคียง;รวมถึง;บริการ;ต่อรอง;รวมตัว;เกิดขึ้น;ประกอบ;เลวร้าย;มั่นใจ;เทียบเท่า;เตรียม;หลีกเลี่ยง;ต่อสู้;ร่วมมือ;ทดแทน;พิทักษ์;วางมาตรฐาน;เพิ่ม;มองว่า;ครอบคลุม;รวมตัวกัน;หมายถึง;รับฟัง;ให้ความสำคัญ;ผลักดัน;เตรียมพร้อม;เกรงใจ;เข้ามา;เป็นประโยชน์;ผลประโยชน์;สบายใจ;ที่นี่;ตามติด;รีพับลิกัน;มีผลบังคับใช้;เหรียญ;เสด็จ;เป็นการ;โอบามา;ปิดฉาก;ปรากฏ;คัดเลือก;ได้รับ;นำเสนอ;คะแนนนิยม;รวมถึง;ไล่เลี่ยกัน;ลงสมัคร;กำหนด;ยกน้ำหนัก;เข้าตา;ตัดงบประมาณ;เมือง;ติดต่อ;สมศักดิ์ศรี;ต่ำกว่า;เหนือกว่า;ตามมา;ได้แก่;เป็นเจ้าของ;ประกาศ;ว่างงาน;ปีหน้า;เปิดเผย;ให้เหตุผล;แก้ไข;มีโอกาส;วุ่นวาย;ขยายตัว;ถูกปาก;เป็นเจ้าภาพ;ผู้นำ;ออกจาก;ปรากฏ;กระตุ้น;ได้รับ;ตื่นตระหนก;การันตี;จัดอันดับ;มีเสน่ห์;ประชุม;หารือ;น่าเสียดาย;เยียวยา;สาวงาม;พาเหรด;ช่วยเหลือ;ฟื้นตัว;แก้ไขปัญหา;ตกรอบ;เชื่อ;หมายถึง;อร่อย;สนับสนุน;วิกฤติ;เที่ยว;ลุกลาม;ฉุกเฉิน;จ้าละหวั่น;เลือก;ตัวเก็ง;เข้ามา;ยุโรป;ได้แก่;สำเร็จ;แสดงผล;สูญหาย;ค้นหา;วางแผนการ;เชื่อมโยง;เป็นการ;แก้ไข;พัฒนา;รองรับ;วิ่งมาราธอน;การลดน้ำหนัก;นำเสนอ;ออกกำลังกาย;บริการ;ใช้งาน;ส่งผล;ประสบความสำเร็จ;ทำให้;แนะนำ;แบ่งปัน;น้ำลาย;ยังมี;จัดเก็บ;รวบรวม;ทำการ;อัพเกรด;มีประสิทธิภาพ;ทำงาน;มุ่งมั่น;เข้าใจง่าย;เพิ่มขึ้น;กังวล;ได้ผล;กลับมา;ทำให้;เข้าถึง;ได้รับ;มีผลต่อ;เลือก;บริการ;ตอบรับ;นักการตลาด;เป็นประโยชน์;ดีกว่า;เกิดขึ้น;เนี่ย;ได้แก่;ยืนยัน;ใช้จ่าย;ลงทุน;สืบค้น;ดาวน์โหลด;มากกว่า;หยุดนิ่ง;เกิดขึ้น;โพสต์;เช็กอิน;ความเสียหาย;คำมั่น;ออกจาก;กระตุ้น;รวมถึง;การฟื้นตัว;ยอมรับ;ส่งผล;จัดสรร;รับมือ;กลับมา;สืบเนื่อง;มากกว่า;จัดเก็บ;การลงทุน;เชื่อ;อนุมัติ;ใช้เวลา;สนับสนุน;แสวงหา;เป็นต้นเหตุ;สัมภาษณ์;เผชิญ;ฟื้นฟูสภาพ;ประกาศ;ปีหน้า;เป็นการ;เทียบ;ขาดดุล;ใช้จ่าย;กระตุ้น;ได้รับ;มูลค่า;แข็งค่า;เป็นไป;ฝรั่งเศส;กำหนด;เชื่อถือ;จัดสรร;เริ่มต้น;ประธานาธิบดี;กลับมา;ทำให้;มีส่วน;เห็นชอบ;เพิ่ม;เติบโต;เชื่อ;ก่อสร้าง;เมื่อเดือนที่แล้ว;ร่วมกับ;เลือก;ต้องการ;เพิ่มขึ้น;เริ่ม	ACTION
2013	ตื่นตัว;พร้อม;สอดคล้อง;สร้าง;ขับเคลื่อน;ยั่งยืน;เปลี่ยนแปลง;ต่อรอง;ดำเนิน;จำเป็น;ส่งเสริม;เตรียมรับมือ;ท้าทาย;ระดมทุน;ว่างงาน;นำเสนอ;จ้างงาน;ขยายตัว;ก่อสร้าง;จับตา;ลงทุน;ควบคู่;ความเห็น;เทียบ;ประกัน;ปรากฏ;กระตุ้น;ได้รับ;เป็นทางการ;กระจาย;ลงนาม;ดึงดูด;เหล่า;เสริม;ส่งผล;คาดการณ์;กล่าว;ทำให้;บริโภค;หันมา;ทดแทน;ส่งเสริม;ปรับเปลี่ยน;ใช้เวลา;ประกอบด้วย;ขับเคลื่อน;เข้ามา;กล่าวถึง;เฉียง;เพิ่มขึ้น;ต่างชาติ;สัญญา;รับภาระ;ลงทุน;คล่องตัว;ให้โอกาส;เป็นยอด;บริหาร;ชี้ให้เห็น;ตัวจริง;ให้สัญญา;ใช้จ่าย;สร้าง;บริการ;ประธานาธิบดี;ทำให้;หันมา;เพิ่ม;เติบโต;ดำเนิน;ส่งเสริม;ท้าทาย;หมายถึง;มากเกินไป;สนับสนุน;สะท้อน;ให้ความสำคัญ;ขับเคลื่อน;เดินหน้า;ได้แก่;เลือก;เข้ามา;เผชิญ;เรียก;เพิ่มขึ้น;ทำหน้าที่;ต่อเนื่อง;พร้อม;สะดวก;เปลี่ยนแปลง;กลายเป็น;กระจาย;บริการ;วิเคราะห์;เพิ่ม;ใช้งาน;จำเป็น;ดำเนิน;ยกระดับ;ชี้ให้เห็น;เสริม;ครอบคลุม;เชื่อมโยง;ก่อให้เกิด;เป็นการ;จัดการ;พัฒนา;ขยายตัว;ประกอบธุรกิจ;เป็นที่ยอมรับ;สร้าง;นับว่า;ได้รับ;มั่นคง;ยอมรับ;ความไว้วางใจ;ส่งผล;เตรียม;หลีกเลี่ยง;สอดคล้อง;เหมือน;ยั่งยืน;จ้างงาน;ดำเนิน;เสริมสร้าง;เข้าสู่;ประตู;ถือเป็น;จำเป็น;จัดงาน;มีความรู้;ได้แก่;ลงทุน;บริโภค;จ้างงาน;เดินทาง;ขยายตัว;นำเข้า;เข้าถึง;ออกแบบ;ส่งออก;พร้อมเพรียง;สร้าง;ได้รับ;แข็งค่า;ประกอบ;เลือกตั้ง;ส่งผล;หลีกเลี่ยง;ทำให้;ช่วยเหลือ;ดำเนิน;เสริมสร้าง;เติบโต;ส่งเสริม;สนับสนุน;พร้อม;ขับเคลื่อน;เดินหน้า;ตระหนักถึง;บรรดา;ประกาศ;ค้นหา;มุ่งเน้น;เรียก;จัดการ;อ้างอิง;จุลจอมเกล้า;ไต้หวัน;เปรียบเทียบ;แข่งขัน;รายได้;วางรากฐาน;สร้าง;จัดอันดับ;เจริญเติบโต;กล่าว;มีส่วน;เพิ่ม;เติบโต;ยังมี;ส่งเสริม;เปลี่ยน;หมายถึง;อาศัย;แข็งแกร่ง;ขับเคลื่อน;เดินหน้า;วิเคราะห์;เตรียมพร้อม;ลึกซึ้ง;จำเป็น;ตามมา;ได้แก่;ลงทุน;ค้นหา;ขยายความ;เสถียรภาพ;ยกตัวอย่าง;บริหาร;จุลจอมเกล้า;แข่งขัน;กระตุ้น;สร้าง;กระโดด;ผิดพลาด;บริการ;มองเห็น;ต่อรอง;ทุกคน;เสริม;กล่าว;ยั่งยืน;ดูดซับ;อยากได้;อธิบาย;เติบโต;ต่อยอด;เสริมสร้าง;ฝึกหัด;ฝึกซ้อม;หมายถึง;สนับสนุน;อาศัย;มีประสิทธิภาพ;ได้แก่;วิเคราะห์;เข้ามา;ได้คิด;วิจัยและพัฒนา;ตามมา;เรียก;เปรียบ;ประกาศ;กลายเป็น;ตกเป็นของ;จัดการ;มีโอกาส;ลอนดอน;จัดทำ;ได้รับ;ตรงกันข้าม;สำรวจ;สอดคล้อง;ทำให้;เอาชนะ;มากกว่า;เติบโต;เมือง;แทนที่;มองว่า;วิจัย;เที่ยว;ถือเป็น;ตามมา;เพิ่มขึ้น;เข้มงวด;ได้รับ;เนื้อ;ดาวรุ่ง;รวมกัน;คาดหมาย;เลือกสรร;ใช้จ่าย;ที่อยู่อาศัย;การท่องเที่ยว;รายงาน;น้อยกว่า;บริโภค;เพิ่ม;มากกว่า;เดินทาง;รวมกัน;เป็นรอง;เยือน;ประกาศ;นักท่องเที่ยว;ให้บริการ;เป็นการ;อำนวย;ปรากฏ;กระตุ้น;ยกเว้น;เป็นทางการ;ได้รับ;วีซ่า;รวมถึง;บริการ;มีระบบ;พิจารณา;กำหนด;เตรียม;ตั้งอยู่;เปิดตัว;เน็ตเวิร์ก;รับรางวัล;คงอยู่;ส่งเสริม;จำลอง;พำนัก;ก่อสร้าง;พร้อม;ยอดฮิต;ท่องเที่ยว;ต้องการ;ยอดนิยม;รองรับ;ติดตาม;ได้รับ;รวมถึง;บรรยาย;เป็นอัตรา;เตรียม;แนะนำ;ท่าอากาศยาน;แบ่งปัน;มากกว่า;เติบโต;เข้าสู่;โพสต์;เที่ยว;เป็นมิตร;ตามมา;เพิ่มขึ้น;ลงทุน;จัดการ;ขยายตัว;ประกอบธุรกิจ;เกี่ยวข้อง;มีคุณค่า;เพียงแค่;เปิดโอกาส;เข้าร่วม;กระตุ้น;สร้าง;ได้รับ;บริการ;พวกเขา;ปรารถนา;พิจารณา;อิสระ;เริ่มต้น;ประสบความสำเร็จ;ทำให้;จูงใจ;แปรผัน;มีส่วน;เติบโต;ส่งเสริม;ค้ำประกัน;สร้างสรรค์;จัดเก็บ;หมายถึง;สนับสนุน;ร่วมกับ;จินตนาการ;เอื้อประโยชน์;กู้ยืม;เรียก;ต่อเนื่อง;ต้องการ;มองข้าม;เข้าถึง;ควบคู่;ลงทุน;ค้นหา;นำไปสู่;ทดลอง;จัดการ;แสดงออก;บริหาร;กล้าเสี่ยง;แสดงตัว;น่าสนใจ;กระตุ้น;มองหา;สร้าง;รวมถึง;บริการ;ตั้งใจ;ยอมรับ;สำรวจ;กลับคืน;เสริม;สอดคล้อง;แตกต่าง;ทำให้;เปลี่ยนความคิด;หันมา;เปิดกิจการ;สร้างสรรค์;เฉพาะตัว;ท้าทาย;อาศัย;ขับเคลื่อน;ทำงาน;จำแนก;ร่วมกับ;เลือก;เปลี่ยนแปลง;นอกเหนือ;ปฏิวัติ;เฉลี่ย;ทำงาน;ขับเคลื่อน;เทียบ;เพิ่มขึ้น;หมายถึง;มีประสิทธิภาพ;แบ่งปัน;เพิ่ม;พัฒนา;วิจัยและพัฒนา;เฉียง;ส่งเสริม;ได้แก่;เทียบ;ต่อเนื่อง;เอกราช;มาสู่;แจกแจง;ปราศจาก;จัดการ;รองรับ;เกี่ยวข้อง;แยกตัว;ยูกันดา;เกิดขึ้น;เตรียม;ตัดสินใจ;รับมือ;ทำให้;สูญเสีย;หันมา;เห็นด้วย;เผยแพร่;อาศัย;เปลี่ยนแปลง;เตือนภัย;เสี่ยง;ซ้ำร้าย;แน่วแน่	ACTION
