Year	Author Names	Conference
2022	สหราชอาณาจักร;แบบ;ผู้ใช้บริการ;สหราชอาณาจักร;สหราชอาณาจักร;สหราชอาณาจักร;สหราชอาณาจักร;อังกฤษ;สหราชอาณาจักร;สหราชอาณาจักร;สหราชอาณาจักร;ไทย;กรุงเทพฯ;ปริมณฑล;ภาคเหนือ;ภาคตะวันออกเฉียงเหนือ;ภาคกลาง;ภาคตะวันออก;ภาคตะวันตก;ภาคใต้;เอเชีย;สหรัฐฯ;แคนาดา;ญี่ปุ่น;ยุโรป;ไทย;บราซิล;ไทย;บราซิล;สหรัฐอเมริกา;ยุโรป;สหรัฐฯ;สหรัฐอเมริกา;รัสเซีย;ยูเครน;บราซิล;บราซิล;ไทย;นครนิวยอร์ก;ไทย;สหรัฐอเมริกา;ญี่ปุ่น;อังกฤษ;สหรัฐฯ;สหรัฐฯ;สหรัฐฯ;สหรัฐอเมริกา	LOCATION
2012	พ.ร.ก. 2541;พ.ร.ก. 2541;พ.ร.ก. 2545;พระราชกำหนดปรับปรุงการ	LAW
2013	พระราชบัญญัติหลักประกันทางธุรกิจ	LAW
2014		LAW
2015		LAW
2016	พระราชบัญญัติธุรกิจสถาบันการเงิน พระราชบัญญัติธุรกรรมทางอิเล็กทรอนิกส์และพระราชกฤษฎีกาว่าด้วยการควบคุมดูแลธุรกิจบริการการชำระเงินทางอิเล็กทรอนิกส์	LAW
2017	พระราชกฤษฎีกาว่าด้วยการควบคุมดูแลธุรกิจบริการการชำระเงินทางอิเล็กทรอนิกส์ พ.ศ. 2551	LAW
2018	 พ.ศ. 2541;พ.ร.ก.	LAW
2019		LAW
2020	พระราชบัญญัติกองทุนเงินให้กู้ยืมเพื่อการศึกษา พ.ศ. 2560;มาตรา 733	LAW
2021	พ.ร.ก.ฟื้นฟูฯ;พ.ร.ก.•;มาตราต่าง ๆ;ม.33;มิ.ย..;มิ.ย.บรรเทาภาระค่าใช้จ่ายสาธารณูปโภคขั้นพื้นฐาน;มาตรา 33 และ 39	LAW
2022		LAW
2012	รับผิดชอบ;ในอนาคต;ศึกษา;เฉลี่ย;เป็นการ;ค่อย ๆ;แก้ไข;จัดการ;ปล่อย;รวมกัน;ขอให้;เปรียบเทียบ;รับหน้าที่;ดีขึ้น;สร้าง;พยายาม;นับว่า;ที่เกิด;คำนึงถึง;ย้อนกลับ;เกิดขึ้น;ฟื้นฟู;เป็นไป;กำหนด;เสริม;ประมาณการ;มั่นใจ;ดอกเบี้ย;ส่วนหนึ่ง;ดูดซับ;เพิ่ม;มากกว่า;ดำเนิน;บิดเบือน;จำกัด;ค้ำประกัน;ครอบคลุม;ยืนยัน;เผยแพร่;หมายถึง;อาศัย;มีประสิทธิภาพ;แทรกแซง;รบกวน;อัตราดอกเบี้ย;ตัดสิน;เรียก;เพิ่มขึ้น;แลกเปลี่ยน;กังวล;รู้สึก;รับผิดชอบ;คงเหลือ;มีผลบังคับใช้;น้อยกว่า;ตอบสนอง;เหลืออยู่;ได้รับ;พิมพ์;กฎหมาย;กำหนด;เขียน;ชำระหนี้;คุ้มครอง;สอดคล้อง;กำหนดให้;เพิ่ม;ยืนยัน;เพิ่มเติม;เรียกเก็บเงิน;สั่งจ่าย;กองทุนฟื้นฟู;เพียงพอ;เปลี่ยนแปลง;สถาบันการเงิน;เรียก;เงินกู้;ประกาศ;มีผลบังคับใช้;เป็นหนี้;เป็นปัญหา;จัดการ;พัฒนา;ปล่อย;บริหาร;เกี่ยวข้อง;ปรากฏ;สร้าง;ได้รับ;ที่เกิด;เชื่อมั่น;รวมถึง;เรียกคืน;เกิดขึ้น;เป็นไป;มีความจำเป็น;สินเชื่อ;เยียวยา;ช่วยเหลือ;แก้ปัญหา;แก้ไขปัญหา;ปิดกิจการ;นำมาใช้;เดือดร้อน;กองทุนฟื้นฟู;ลุกลาม;มาจาก;สถาบันการเงิน;เข้ามา;จ่ายคืน;กู้ยืม;เรียก;ทำหน้าที่;เข้าไป;ปรับปรุง;สูญหาย;เฉลี่ย;ดำเนินงาน;จัดการ;เดินทาง;ลดค่าใช้จ่าย;ได้รับ;มูลค่า;เพียงใด;ใช้งาน;หักบัญชี;ขยายเวลา;ชุมนุม;รับฝาก;ตรวจสอบ;ประสบภัย;อนุมัติ;เรียกเก็บเงิน;สั่งจ่าย;น้ำท่วม;ทำงาน;เปลี่ยนแปลง;เรียก;บดบัง;ติดตั้ง;เป็นจริง;พบเห็น;มากยิ่งขึ้น;เกี่ยวข้อง;ตู้เอทีเอ็ม;ปักใจ;อัพเดท;มิจฉาชีพ;ความระมัดระวัง;แฝงตัว;หาทาง;พึงระวัง;บริการ;แสร้งทำ;ปลอดภัย;มีระบบ;แน่ใจ;เหยื่อ;รักษา;แตกต่าง;ตั้งอยู่;ทำให้;ดัดแปลง;หลอกลวง;เพิ่ม;ช่วยเหลือ;ยังมี;บันทึก;ทำการ;ติดต่อ;ความปลอดภัย;อาศัย;สอบถาม;ยักยอก;นำไปใช้;เลือก;น่าเชื่อถือ;เสี่ยง;จำเป็น;ต้องการ;เข้าไป;ปรับปรุง;เข้าถึง;ศึกษา;สูญหาย;จำหน่าย;จัดการ;นับตั้งแต่;เข้าร่วม;รายย่อย;สัมผัส;ได้รับ;ยกเว้น;ชำระเงิน;รวมถึง;ให้ความสนใจ;พิจารณา;จัดส่ง;ทำให้;การออม;เพิ่ม;ส่งเสริม;ลงทะเบียน;ทำการ;เพิ่มเติม;ติดต่อ;ส่งคืน;เก็บรักษา;สอบถาม;รับคืน;เริ่ม;เสียค่าใช้จ่าย;สอดคล้อง;สัมผัส;เข้าถึง;ทำให้;ร่วมมือ;บริการ;ใกล้ชิด;เกิดขึ้น;ส่งเสริม;จำกัด;เอทีเอ็ม;ทัดเทียม;เปิดโอกาส;รายย่อย;เป็นเจ้าของ;เริ่มแรก;ถึงเกณฑ์;ประเมิน;จัดการ;มุ่งหวัง;บริหาร;เกี่ยวข้อง;รองรับ;แข่งขัน;โปรโมต;ใช้จ่าย;กระตุ้น;ได้รับ;ออกใช้;ชำระเงิน;พิมพ์;รวมถึง;จัดตั้ง;เกิดขึ้น;รักษา;ประสบความสำเร็จ;กลับมา;ทำให้;พึ่งพิง;อธิบาย;กำหนดให้;ดำเนิน;เงินเดือน;ทำความรู้จัก;การเปลี่ยนแปลง;เปลี่ยน;ดำเนินการ;ทำให้เกิด;น่ายินดี;ทำงาน;จำเป็น;ต้องการ;เกินความจำเป็น;เริ่ม;เสียค่าใช้จ่าย;เคลีย;ประกาศ;เงินบาท;แต่งตั้ง;อ้างอิง;เคลื่อนไหว;ปล่อย;ขึ้นอยู่กับ;วนเวียน;เป็นสมาชิก;ใช้จ่าย;กระตุ้น;สร้าง;ได้รับ;ชำระเงิน;กดดัน;ต่อรองราคา;สมดุล;วางแผน;กำหนด;สินเชื่อ;สอดคล้อง;ต่างกัน;กลับมา;ทำให้;ทำหน้าที่;สำรอง;บริโภค;ดูดซับ;เพิ่ม;ดำเนิน;ส่งเสริม;ดำเนินการ;อันเป็น;ควรจะเป็น;เพิ่มเติม;เหมาะสม;นำไปใช้;ฝากเงิน;คล้าย;ต้องการ;เพิ่มขึ้น;แลกเปลี่ยน;มีปัญหา;ประเมิน;ถือเอา;เปิดทาง;กระจาย;ได้ความ;ต่อรอง;ทำนอง;เกิดขึ้น;จัดตั้ง;กำหนด;ได้ผล;ต่างกัน;ได้โอกาส;กลับมา;ทำให้;มีส่วนช่วย;สัมพันธ์;อธิบาย;เพิ่ม;ครบกำหนด;สินทรัพย์;เข้าสู่;กล่าวว่า;เหมาะสม;ฝรั่ง;นำมาใช้;เงินช่วยเหลือ;ต่ำกว่า;ถือเป็น;การควบ;น่าเชื่อถือ;เรียก;สมมติ;เริ่ม;ลงทุน;จัดการ;บริหาร;เปิดโอกาส;ผ่อนคลาย;กำหนด;ทำให้;เพิ่ม;ความเข้าใจ;อนุญาต;จำกัด;การลงทุน;ครอบคลุม;ยกเลิก;ประกาศใช้;หมายถึง;ประกอบด้วย;เชื่อ;ถือเป็น;มีประสิทธิภาพ;เพียงพอ;ฝากเงิน;ต้องการ;ได้แก่;ดีขึ้น;ยอดนิยม;เข้าถึง;มือถือ;ออกแบบ;เป็นการ;เกี่ยวข้อง;ยักษ์;ผู้ทำ;สร้าง;ปรับตัว;บริการ;รั่วไหล;ตรวจสอบ;เข้าใจ;เหมือน;แพร่หลาย;บันทึก;ทำความรู้จัก;ทำให้เกิด;แก้ปัญหา;ครอบคลุม;ยืนยัน;คิดเงิน;ทำงาน;น่าเชื่อถือ;สะดวก;รับเงิน;แลกเงิน;มือถือ;ปีหน้า;จํานวน;ได้รับ;นับว่า;ทำได้;สั่งซื้อ;รวมถึง;บริการ;ใช้งาน;ทุกคน;ยอมรับ;เข้าใจ;เหมือน;เพิ่ม;เติบโต;เข้าสู่;ทำการ;ยืนยัน;รู้จัก;หมายถึง;เลือก;ส่งผ่าน;ทำหน้าที่;เริ่ม;ยานพาหนะ;ได้รับ;ทำงาน;อุปโภค;ศึกษา;บริการ;เปิดเผย;ทำการเกษตร;เกี่ยวข้อง;เบี้ยประกัน;ความบันเทิง;รายได้;สื่อสาร	ACTION
2013	พ้นตัว;ศึกษา;ออกแบบ;ทำเป็น;จัดการ;แก้ไข;ประสบปัญหา;ประภา;ประจวบเหมาะ;คาดหมาย;ประมาท;ร่อแร่;ปรากฏ;กู้เงิน;รู้สึก;ได้รับ;โลดโผน;บริการ;ตั้งใจ;ระวัง;สำรวจ;เกิดขึ้น;เป็นไป;ฟื้นฟู;ประกอบ;รังเกียจ;เห็นผล;เสนอแนะ;ตรวจสอบ;กลับมา;ทำให้;ต่าง ๆ;ยี่สิบ;เรียนรู้;พลิกฟื้น;เหลือ;จำกัด;เข้าสู่;กระเบียดกระเสียร;ก่อสร้าง;มีเกียรติ;วิจัย;วิกฤติ;ทุนสำรอง;ทำงาน;เปลี่ยนแปลง;เพื่อน ๆ;วิเคราะห์;เข้ามา;คล้าย;เรียก;ทำหน้าที่;เริ่ม;เข้าไป;เข้าถึง;เฉลี่ย;คล่องตัว;ดำเนินงาน;เดินทาง;ประสบปัญหา;ออกเดินทาง;มอบหมาย;เมตตา;ประกัน;ใจถึง;ติดตาม;เรียกกันว่า;กู้เงิน;กระจุก;สร้าง;ได้รับ;ที่เกิด;รวมถึง;พูดคุย;ระวัง;ผ่อนผัน;รับประโยชน์;ทำให้;แนะนำ;ผู้ส่งออก;ร่วมมือ;จ้างงาน;ทดแทน;เต็มที่;เพิ่ม;ดำเนิน;เหลือ;ยังมี;แลกเปลี่ยนความคิดเห็น;เปลี่ยน;ค้ำประกัน;แก้ปัญหา;ดำเนินการ;รับทราบ;ปิดกิจการ;ครอบคลุม;ยินดี;สื่อสาร;ถือเป็น;ทำงาน;เลื่อน;การป้องกัน;จำเป็น;เดินทางออก;จัดงาน;มีความรู้;เริ่ม;เข้าไป;พึ่งพา;ต่างหาก;เข้าถึง;เติบใหญ่;กลายเป็น;ดำเนินงาน;เป็นการ;ประเมิน;แก้ไข;เทียบ;กู้เงิน;ใช้จ่าย;สร้าง;นับว่า;คำนึงถึง;พยายาม;ผู้ให้;รวมถึง;จริง ๆ;ยอมรับ;เน้นย้ำ;เกิดขึ้น;พิจารณา;ต้องหา;ได้ผล;เต็มเปี่ยม;ทำให้;จดทะเบียน;อธิบาย;ช่วยเหลือ;เติบโต;ยังมี;ดำเนินการ;ให้ได้;อนุมัติ;สนับสนุน;พร้อม;แสวงหา;ถือเป็น;วิเคราะห์;เอื้อ;จำเป็น;กล่าวถึง;บังคับ;รอคอย;กู้ยืม;มิใช่;เข้าไป;ประกาศ;ควบคู่;มีปัญหา;ลงมือ;ประจาน;ให้บริการ;ปล่อย;เกี่ยวข้อง;ติดตาม;รวมถึง;บริการ;ปฏิบัติหน้าที่;สำรวจ;แก้ปัญหา;เหมาะสม;ร้องเรียน;เข้ามา;ผ่อนชำระ;ต่อเนื่อง;ทำหน้าที่;เพิ่มขึ้น;จัดทำ;ให้เช่า;นำหน้า;ใช้ประโยชน์;มีความหมาย;น่ารู้;รวมถึง;คล้าย;ระวาง;ทางการเงิน;กำหนด;เผยแพร่;สำรอง;เฉลี่ย;เปรียบเทียบ;เสื่อมค่า;ลงทุน;เป็นเหตุให้;เป็นการ;เรียก;จัดการ;หวั่นไหว;เทียบ;น้อยลง;ถ่ายโอน;สร้าง;ความเชื่อถือ;ธนาคารพาณิชย์;เสียหาย;สินเชื่อ;ติดขัด;เข้าใจ;Securitize;เหมือน;ทำให้;ซวนเซ;เพิ่ม;ขาดความมั่นใจ;ผลตอบแทน;เงินสด;เพิ่มเติม;ฝากเงิน;เข้ามา;เรื่อย;ตามมา;ประกันภัย;ก็แล้วกัน;ชดเชย;ทำหน้าที่;เริ่ม;เป็นที่รู้จัก;เหมือนกับ;ควบคุม;ปรึกษาหารือ;ควบคู่;คล่องตัว;ลูกสาว;เห็นพ้อง;ประพฤติ;เห็นภาพ;มีปัญหา;ให้บริการ;เป็นปัญหา;เกลี้ยกล่อม;ปล่อย;ชำระร่างกาย;ดีกัน;มีเสียง;แข่งขัน;น่าสนใจ;ชะลอตัว;ได้ยิน;กระตุ้น;ปรับตัว;ได้รับ;สร้าง;แสดงให้เห็น;บังคับใช้;เป็นทางการ;เปลี่ยนไป;นับว่า;จริง ๆ;บริการ;อยู่แล้ว;พูดคุย;ทุกคน;ยอมรับ;ประชุม;ทางการเงิน;ยึดหลัก;กำหนด;เขียน;โฆษณา;เข้าใจ;ต่างกัน;ทำให้;พรรคพวก;ไม่ค่อย;ตระหนัก;ใช้อำนาจ;เป็นห่วง;อธิบาย;เพิ่ม;ดำเนิน;เหลือ;เปลี่ยนความคิด;จำกัด;การทำงาน;ทำให้เกิด;ซื่อตรง;เชื่อ;ให้การ;เหมาะสม;สนับสนุน;สะท้อน;สั่งห้าม;ได้แก่;เปลี่ยนแปลง;ร่วมกับ;กระทบ;วิเคราะห์;คล้าย;รู้จักมักคุ้น;เรียก;สมมุติ;เหมือนกับ;มีค่า;ประสบปัญหา;ตกขอบ;เปิดโอกาส;แล้วก็;ที่อยู่;ติดตาม;สร้าง;ได้รับ;บริการ;ปลอดภัย;จริง ๆ;เกิดขึ้น;สมดุล;กำหนด;อิสระ;เขียน;เทียบเคียง;สินเชื่อ;เริ่มต้น;เข้าใจ;ตัดสินใจ;น่าจะเป็น;ทำให้;ที่อยู่อาศัย;คงอยู่;เห็นชอบ;ใช้อำนาจ;อธิบาย;กำหนดให้;เพิ่ม;พอประมาณ;เงินได้;เห็นด้วย;ฝรั่ง;นำมาใช้;บ้านเมือง;ร้องเรียน;ร่วมกับ;เลือก;เข้ามา;ทำความเข้าใจ;เป็นผล;บังคับ;เรียก;ดำเนินงาน;เป็นการ;เรียก;ประเมิน;ปล่อย;เหมือนกัน;รองรับ;คำนวณ;ขอให้;บริหาร;ปรีดิ;ประสานงาน;แข่งขัน;เสร็จ;ใกล้เคียง;สร้าง;พยายาม;ได้รับ;เถียง;ปฏิบัติการ;มีระบบ;ทำตาม;การบังคับใช้;แน่ใจ;เกิดขึ้น;นิยาม;กำหนด;มีเงิน;ตรวจสอบ;เริ่มต้น;เข้าใจ;นำมาซึ่ง;ได้ผล;ทำให้;ความน่าจะเป็น;สำรอง;ทำเอา;สูญเสีย;เหลือ;เบื่อ;ยอมให้;สำแดง;เจ็บป่วย;เชื่อ;เพิ่มเติม;ประกอบด้วย;ต่ำกว่า;มองไม่เห็น;ผ่อนปรน;สมควร;ได้แก่;เพิ่มขึ้น;เริ่ม;เห็นได้ชัด;เข้มงวด	ACTION
2014	ว่างงาน;เท่าไหร่;ปล่อย;ปรับตัว;สร้าง;มูลค่า;อัดฉีด;มีเงิน;ประสบความสำเร็จ;เรื่อย ๆ;โดยไม่จำเป็น;ทำให้;ที่อยู่อาศัย;พลิกฟื้น;เพิ่ม;ตอบแทน;ดำเนิน;ประคับประคอง;แก้ปัญหา;นักลงทุน;ทำงาน;เลือก;กระเตื้อง;เข้ามา;ต้องการ;กู้ยืม;เพิ่มขึ้น;เริ่ม;เข้าสู่ระบบ;เคลื่อนที่;เชื่อมต่อ;คล่องตัว;เปลี่ยนแปลง;เชื่อมโยง;บริการ;สื่อสาร;ประกาศ;นามแฝง;ศึกษา;กลายเป็น;แล้วเสร็จ;พัฒนา;เทียบ;สร้าง;ได้รับ;ใช้งาน;กำหนด;ส่งผล;ประสบความสำเร็จ;ทำให้;แพร่หลาย;คิดค้น;เชื่อมต่อ;ถือเป็น;ทำงาน;เปลี่ยนแปลง;ครบรอบ;โจมตี;แลกเปลี่ยน;เริ่ม;ถือครอง;อ้างอิง;ในอนาคต;ประจำ;สร้าง;ได้รับ;อุปโภค;นำเสนอ;ให้คำปรึกษา;เท่าที่จำเป็น;บริการ;ปรึกษา;เป็นที่;ทางการเงิน;เกิดขึ้น;ส่งต่อ;กำหนด;ส่งผล;มั่นใจ;สินเชื่อ;คุ้มครอง;ตรวจสอบ;เข้าใจ;สอดคล้อง;เปิดตัว;ทำให้;ต่าง ๆ;สังเกตว่า;บิดเบือน;ส่งเสริม;ดำเนินการ;แก้ปัญหา;เหมาะสม;ยึดถือ;สะท้อน;ตระหนักถึง;เพิ่มขึ้น;ปรับปรุง;ผิดนัด;ศึกษา;เกี่ยวข้อง;ใช้จ่าย;ได้รับ;คำนึงถึง;ชำระคืน;รวมถึง;พึงระวัง;ตั้งใจ;รักษา;พิจารณา;เสริม;หลีกเลี่ยง;ทำให้;การจดบันทึก;การออม;เผชิญหน้า;เงินได้;พร้อม;ได้แก่;ผ่านพ้น;จำเป็น;มีทาง;ต้องการ;ปรับปรุง;ให้บริการ;แก้ไข;เปรียบเทียบ;ป้องกัน;พยายาม;จริง ๆ;ไตร่ตรอง;ยอมรับ;มีผลกระทบ;คงอยู่;ระลึก;การเปลี่ยนแปลง;อนุมัติ;ติดต่อ;เพียงพอ;กระทบ;ผ่อนชำระ;ดีขึ้น;เป็นหนี้;สร้างอนาคต;จัดการ;ยกตัวอย่าง;บริการ;ต้นเหตุ;เจรจา;สำรวจ;ปลดหนี้;มีเงิน;ชำระหนี้;การบริหาร;ท่วมท้น;เพิ่ม;เพิ่มเติม;ใช้เวลา;เหมาะสม;สะท้อน;ขยันหมั่นเพียร;นำไปใช้;เลือก;ให้กำลังใจ;แยกแยะ;สำเร็จ;เริ่ม;เข้าไป;ตามกำหนด;นำไปสู่;ประดิษฐ์;ติดตาม;สร้าง;ผู้ให้;ปรึกษา;มีความจำเป็น;วางแผน;ส่งผล;ประกอบ;สินเชื่อ;ประสบความสำเร็จ;เตรียม;ตรวจสอบ;ใช้ชีวิต;เสียดอกเบี้ย;ทำงาน;น่าเชื่อถือ;บรรลุเป้าหมาย;กู้ยืม;ขอให้;เพิ่มขึ้น;เข้าข่าย;อเมริกัน;ลงทุน;รายงาน;เปิดเผย;เป็นการ;ตามกฎหมาย;จัดการ;อ้างอิง;ปล่อย;ประกอบธุรกิจ;รองรับ;ขอให้;ถามถึง;ป้องกัน;ยินยอม;พิสูจน์;ตอบคำถาม;จัดทำ;สงสัย;ที่เกิด;ขอความร่วมมือ;ลงนาม;ให้ความร่วมมือ;รั่วไหล;กำหนด;ปฏิเสธ;ทำให้;ตระหนัก;กำหนดให้;เพิ่ม;ดำเนิน;ปฏิบัติตาม;ดำเนินการ;มอบอำนาจ;ยืนยัน;เพิ่มเติม;เสียภาษี;ติดต่อ;เลือก;ฝากเงิน;ต้องการ;สบายใจ;เรียก;รักษาผลประโยชน์;มองข้าม;ในวันหน้า;รอดพ้น;หนี้สิน;น้อยกว่า;พัฒนา;เป็นเรื่อง;ยกตัวอย่าง;คำนวณ;เทียบ;เปรียบเทียบ;รายได้;น้อยลง;ใช้จ่าย;ขออนุญาต;หาทาง;ออกกำลังกาย;ได้มา;บอกเล่า;ทางการเงิน;ส่งผล;ทำให้;แนะนำ;บริโภค;เงินฝาก;ป่วยไข้;ใช้ชีวิต;เพิ่ม;ดำเนิน;เหลือ;ทำให้เกิด;เจ็บป่วย;รู้จัก;เหมาะสม;ฉุกเฉิน;เลือก;คล้าย;เชิญชวน;คาดคิด;ติดตั้ง;อ้างกับ;มีประสบการณ์;ควบคู่;ระมัดระวัง;เหตุร้าย;กลายเป็น;เรียก;หยุดนิ่ง;พูดถึง;ต่อมา;พัฒนา;การสั่งซื้อ;มีเสียง;ป้องกัน;การหลอก;ใคร ๆ;สร้าง;หากิน;ได้รับ;เคลิ้ม;ระงับ;ให้คำปรึกษา;ดักฟัง;พวกเขา;ตรงกัน;ใช้งาน;รู้ทัน;บรรยาย;เกิดขึ้น;เหยื่อ;เสริม;ส่งผล;โฆษณา;เริ่มต้น;ตรวจสอบ;เสียเงิน;ขึ้นกับ;ต่างกัน;ทำให้;ทำหน้าที่;สังเกต;รู้ตัว;เอาไว้;หลอกลวง;ใช้ชีวิต;เพิ่ม;บันทึก;ยังมี;เปลี่ยน;รวบรวม;ตามมา;พร้อม;คิดถึง;ได้เงิน;เงินโอน;เจ้าของ;มองไม่เห็น;เข้ามา;คัดลอก;เชิญชวน;ต้องการ;รอคอย;ขอให้;ต่อเนื่อง;รับเงิน;เริ่ม;ประกอบด้วย;ใช้จ่าย;เฉลี่ย;พัฒนา;เพิ่มขึ้น;ใช้เวลา;ติดตั้ง;อายัด;ชดใช้;เปิดเผย;Skimming;แก้ไข;ลังเล;เสียบ;ป้องกัน;เป็นไปได้;ติดตาม;ปิดบัง;เท่าที่จำเป็น;ได้รับ;ระงับ;บริการ;ปลอมแปลง;มองเห็น;ไว้ใจ;รู้ทัน;แน่ใจ;ถอนเงิน;เหยื่อ;ใจเย็น;ตรวจสอบ;หลีกเลี่ยง;แอบอ้าง;ตกเป็น;ทำให้;แนะนำ;สังเกต;แบ่งปัน;สูญเสีย;ดำเนิน;ตายใจ;รวบรวม;ตั้งสติ;เชื่อ;คิดค้น;ตกหลุมรัก;ติดต่อ;หยุดยั้ง;ได้เงิน;ทำงาน;สอบถาม;เตือน;แจ้งความ;การป้องกัน;คัดลอก;เลือก;พลุกพล่าน;เริ่ม	ACTION
